companyFullName,companyShortName,companySize,financeStage,city,district,positionName,education,workYear,salary_min,salary_max,industryField,firstType,secondType,positionAdvantage,companyLabelList
北京蓝色星际科技股份有限公司,蓝色星际,500-2000人,上市公司,北京,海淀区,python开发实习生,本科,在校/应届,7k,10k,"移动互联网,硬件",开发|测试|运维类,后端开发,大项目历练、音视频技术、餐补、绩效,"['技能培训', '带薪年假', '绩效奖金', '岗位晋升']"
京东世纪贸易有限公司,京东,2000人以上,上市公司,北京,朝阳区,python 高级工程师,硕士,3-5,25k,50k,电商,开发|测试|运维类,后端开发,大数据 云计算 广告,"['免费班车', '带薪年假', '绩效奖金', '岗位晋升']"
北京千尧新能源科技开发有限公司,千尧科技,15-50人,不需要融资,北京,海淀区,Python全栈开发工程师,本科,5-10,15k,25k,数据服务、物联网,开发|测试|运维类,前端开发,五险一金带薪年假周末双休年度体检节日福利,[]
上海游昆信息技术有限公司,MobTech,150-500人,B轮,上海,徐汇区,Python开发（校园招聘）,本科,在校/应届,10k,20k,"数据服务,广告营销",开发|测试|运维类,后端开发,平台好，福利好，氛围好。丰富年终奖,[]
知定堂（上海）科技有限公司,Zenxton,50-150人,天使轮,上海,长宁区,python程序员,本科,1-3,8k,12k,数据服务,开发|测试|运维类,后端开发,发展前景,[]
湖南六星教育网络科技有限公司,湖南六星教育网络科技有限公司,150-500人,未融资,长沙,岳麓区,python讲师,大专,3-5,7k,12k,教育,开发|测试|运维类,后端开发,晋升：公开课讲师，VIP讲师，团队负责人,"['年底双薪', '定期体检', '带薪年假', '绩效奖金']"
北京瑞达恒建筑咨询有限公司上海分公司,RCC上海分公司,500-2000人,未融资,上海,黄浦区,研发工程师（Ruby/PHP/Python）,本科,1-3,10k,15k,企业服务,开发|测试|运维类,后端开发,架构领先，敏捷管理，技术栈领先，培训完善,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']"
北京饕餮互动信息科技有限公司,饕餮互动（鲜榨口语APP）,15-50人,天使轮,北京,朝阳区,Python开发实习生,本科,在校/应届,3k,4k,"移动互联网,教育",开发|测试|运维类,后端开发,深度参与、地铁旁、氛围好,"['股票期权', '扁平管理', '地铁旁', '短视频']"
上海雪湖科技有限公司,雪湖科技,50-150人,A轮,上海,长宁区,Python实习生,本科,在校/应届,4k,6k,"数据服务,硬件",开发|测试|运维类,后端开发,人工智能；福利好；公司氛围好；发展空间大,"['弹性工作', '技能培训', '股票期权']"
上海雪湖科技有限公司,雪湖科技,50-150人,A轮,上海,长宁区,Python实习生,本科,在校/应届,4k,6k,"数据服务,硬件",开发|测试|运维类,后端开发,福利好、公司氛围佳、发展空间大、弹性工作,"['弹性工作', '技能培训', '股票期权']"
苏州智泰腾迪信息科技有限公司,Taidii,15-50人,A轮,南昌,青山湖区,高级python工程师,大专,5-10,12k,18k,移动互联网,开发|测试|运维类,后端开发,五险一金 餐补 节日礼品 年假,"['节日礼物', '专项奖金', '股票期权', '带薪年假']"
苏州智泰腾迪信息科技有限公司,Taidii,15-50人,A轮,南昌,青山湖区,中级python开发开发工程师,大专,1-3,8k,13k,移动互联网,开发|测试|运维类,后端开发,五险一金 餐补 节日礼品 年假,"['节日礼物', '专项奖金', '股票期权', '带薪年假']"
杭州菱歌数字科技有限公司,菱歌科技,15-50人,A轮,北京,朝阳区,python爬虫工程师,大专,应届毕业生,10k,20k,"企业服务,广告营销",开发|测试|运维类,后端开发,"前沿技术,弹性时间,欢乐氛围,职业发展","['博士多', '带薪年假', '绩效奖金', '管理规范']"
北京罗格数据科技有限公司,北京罗格数据,15-50人,天使轮,北京,海淀区,python爬虫工程师,本科,3-5,15k,30k,"金融,数据服务",开发|测试|运维类,后端开发,工作弹性、气氛融洽,"['午餐补助', '交通补助', '绩效奖金', '通讯津贴']"
北京诺信创联科技有限公司,诺信创联,15-50人,A轮,北京,朝阳区,Python爬虫工程师,本科,3-5,20k,30k,"移动互联网,医疗丨健康",开发|测试|运维类,数据开发,五险一金；补充医疗；节日福利；零食下午茶；,"['年底双薪', '带薪年假', '岗位晋升', '扁平管理']"
北京艾提科信网络技术有限公司上海分公司,艾提科信（ITR）,150-500人,未融资,北京,朝阳区,Senior Python developer,本科,5-10,15k,25k,"电商,金融",开发|测试|运维类,后端开发,外资环境，氛围轻松,"['节日礼物', '年底双薪', '技能培训', '年度旅游']"
厦门微赛网络科技有限公司,微赛网络,15-50人,未融资,厦门,思明区,Python高级后端开发工程师,本科,3-5,12k,16k,移动互联网,开发|测试|运维类,后端开发,python、Django、架构师,[]
车艺尚汽车服务（上海）有限公司,车艺尚汽车服务（上海）有限公司,150-500人,未融资,上海,浦东新区,python web软件工程师,本科,3-5,10k,15k,汽车丨出行,开发|测试|运维类,后端开发,开发主管,[]
奇安信科技集团股份有限公司,奇安信集团,2000人以上,上市公司,北京,西城区,Python研发工程师,本科,1-3,16k,25k,信息安全,开发|测试|运维类,后端开发,弹性、扁平、年轻、自由,"['年底双薪', '带薪年假', '午餐补助', '定期体检']"
浙江甲骨文超级码科技股份有限公司,浙江甲骨文超级码科技股份有限公司,150-500人,C轮,杭州,西湖区,python爬虫工程师（数据采集）,本科,3-5,15k,20k,移动互联网,开发|测试|运维类,后端开发,成长快,"['绩效奖金', '带薪年假', '定期体检', '午餐补助']"
珠海市明易科技有限公司,明易科技,少于15人,未融资,珠海,香洲区,python程序员,大专,3-5,8k,12k,"移动互联网,数据服务",开发|测试|运维类,后端开发,待遇优厚，弹性工作。,['年终分红']
北京知金大鹏教育科技有限公司,大鹏教育,150-500人,未融资,北京,海淀区,Python讲师,本科,应届毕业生,15k,20k,教育,开发|测试|运维类,后端开发,大平台,[]
河北开尔实业集团有限公司,开尔集团,150-500人,未融资,唐山,路北区,前端和Python后端开发工程师,本科,5-10,15k,20k,其他,开发|测试|运维类,后端开发,公司重点项目,[]
平安科技（深圳）有限公司,平安科技,2000人以上,上市公司,深圳,南山区,python后端,本科,3-5,4k,6k,金融,开发|测试|运维类,后端开发,支撑Ai算法部门的算法项目工程化。,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']"
成都袁咸威科技有限公司,袁咸威科技,50-150人,未融资,重庆,沙坪坝区,Python开发工程师-云办公,本科,3-5,13k,20k,软件开发,开发|测试|运维类,后端开发,云办公、新兴技术,[]
南宁市秋木网络科技有限公司,秋木网络,15-50人,天使轮,南宁,西乡塘区,Python开发工程师助理（实习生）,本科,在校/应届,2k,4k,通讯电子,开发|测试|运维类,后端开发,朝九晚六、周末双休,[]
广州咖客餐饮有限公司,广州咖客,150-500人,不需要融资,广州,天河区,Python爬虫开发工程师,本科,1-3,10k,16k,"企业服务,其他",开发|测试|运维类,数据开发,基本福利齐全，高薪资，五险一金不可少,[]
杭州锐翌基因技术有限公司,锐翌基因,50-150人,B轮,杭州,西湖区,高级python工程师,本科,3-5,15k,30k,"医疗丨健康,其他",开发|测试|运维类,后端开发,五险一金 周末双休,[]
北京概普生物科技有限公司,概普生物,少于15人,不需要融资,北京,大兴区,python高级开发工程师,本科,3-5,10k,15k,数据服务,开发|测试|运维类,后端开发,Python高级开发,[]
北京概普生物科技有限公司,概普生物,少于15人,不需要融资,北京,大兴区,python后端开发工程师,大专,1-3,5k,10k,数据服务,开发|测试|运维类,后端开发,Python后端开发,[]
上海星暖文化传媒有限公司,星暖文化传媒,15-50人,未融资,北京,海淀区,c++/java/Python/go,本科,5-10,30k,60k,文娱丨内容,开发|测试|运维类,后端开发,0-1的项目，业务、数据、计算层都需要,[]
上海擎刚智能科技有限公司,擎刚智能,少于15人,未融资,上海,浦东新区,python高级开发工程师,本科,5-10,18k,30k,企业服务 硬件,开发|测试|运维类,后端开发,弹性工作，成长空间大,['弹性工作']
北京数字绿土科技有限公司,数字绿土,50-150人,A轮,武汉,洪山区,后端开发工程师（Python Java ）,本科,1-3,8k,15k,其他,开发|测试|运维类,后端开发,弹性工作 竞争力薪酬 六险一金 发展好,"['股票期权', '五险一金', '绩效奖金', '弹性工作']"
成都桃李天下科技有限公司,桃李未来学院,15-50人,天使轮,成都,高新区,少儿编程Python实习教师,大专,在校/应届,4k,8k,"教育,人工智能",教育|培训,教师,发展前景 福利补贴 提供转正,"['年底双薪', '股票期权', '专项奖金', '通讯津贴']"
长沙惠虹信息科技有限公司,惠虹科技,50-150人,天使轮,杭州,滨江区,python爬虫工程师,本科,3-5,16k,25k,"电商,金融",开发|测试|运维类,后端开发,初创公司，年轻团队，高效团结,[]
爱因互动科技发展（北京）有限公司,爱因互动,15-50人,A轮,北京,西城区,Python 开发工程师,本科,3-5,20k,30k,其他,开发|测试|运维类,后端开发,六险一金、双休、法定节假日、不定期团建,"['领导好', '五险一金', '扁平管理', '通讯津贴']"
北京三巫科技有限公司,三巫科技,50-150人,B轮,北京,朝阳区,Python算法/爬虫工程师,本科,应届毕业生,16k,29k,"人工智能,软件开发",开发|测试|运维类,数据开发,周末双休五险一 带薪年假年终奖金绩效奖金,[]
海南东宏信息技术服务有限公司,海南东宏,50-150人,不需要融资,成都,武侯区,python后端,本科,3-5,13k,15k,金融,开发|测试|运维类,后端开发,福利多,[]
北京清瞳时代科技有限公司,清瞳时代,15-50人,天使轮,石家庄,桥西区,python后端工程师,本科,应届毕业生,4k,7k,企业服务,开发|测试|运维类,后端开发,清华团队,[]
湖南创星科技股份有限公司,Trasen,150-500人,上市公司,长沙,岳麓区,"软件开发工程师（JAVA、前端、,NET、python开发）",硕士,在校/应届,6k,12k,"医疗丨健康,移动互联网",开发|测试|运维类,后端开发,硕士实习，技术开发岗位，周末双休,[]
南宁抖物网络科技有限公司,抖物网络,15-50人,天使轮,南宁,西乡塘区,Python开发工程师助理（实习生）,本科,在校/应届,2k,4k,电商,开发|测试|运维类,后端开发,朝九晚六、周末双休,[]
南宁市骄米网络科技有限公司,骄米网络,15-50人,天使轮,南宁,西乡塘区,Python开发工程师助理（实习生）,本科,在校/应届,2k,4k,软件开发,开发|测试|运维类,后端开发,朝九晚六,[]
北京源堡科技有限公司,源堡科技,500-2000人,未融资,北京,海淀区,高级Python开发工程师,本科,3-5,15k,30k,硬件,开发|测试|运维类,后端开发,年底0-4个月绩效奖金,[]
南宁市赛狐电子商务有限公司,赛狐电子商务,15-50人,天使轮,南宁,西乡塘区,Python开发工程师助理（实习生）,本科,在校/应届,2k,4k,电商,开发|测试|运维类,后端开发,周末双休、朝九晚六、晋升空间大,[]
广东宜华信息科技有限公司,宜华科技,150-500人,不需要融资,广州,荔湾区,中级Python开发,大专,3-5,10k,20k,"移动互联网,数据服务",开发|测试|运维类,后端开发,外资公司，企业文化开发，临江办公,[]
深圳市联合信通科技有限公司,至优出行共享汽车,150-500人,未融资,深圳,南山区,Python后端工程师,本科,3-5,15k,25k,移动互联网,开发|测试|运维类,后端开发,发展快,"['弹性工作', '扁平管理']"
EECS留学生编程作业辅导,留学生编程作业辅导,少于15人,未融资,北京,海淀区,"兼职全栈工程师 Python FastAPI, OpenCV, Vue, Flutter",本科,应届毕业生,2k,3k,电商,开发|测试|运维类,后端开发,自由,"['技能培训', '带薪年假', '绩效奖金', '扁平管理']"
联想凌拓科技有限公司,Lenovo NetApp,150-500人,不需要融资,上海,浦东新区,python后端开发高级工程师,本科,3-5,20k,25k,"信息安全,数据服务",开发|测试|运维类,后端开发,团队实力强，发展前景好，福利待遇优，氛围好,"['定期体检', '通讯津贴', '带薪年假', '绩效奖金']"
山东智慧云链网络科技有限公司,山东智慧云链网络科技有限公司,500-2000人,未融资,烟台,莱山区,python后端开发工程师,大专,3-5,6k,12k,"企业服务,其他",开发|测试|运维类,后端开发,创业公司，年轻活力,[]
成都快师傅科技有限公司,成都快师傅科技有限公司,50-150人,未融资,成都,高新区,python后端,大专,在校/应届,6k,10k,"移动互联网,消费生活",开发|测试|运维类,后端开发,可在家办公,"['节日礼物', '技能培训', '绩效奖金', '岗位晋升']"
上海简惟商务咨询有限公司,简惟商务咨询,少于15人,未融资,深圳,福田区,高级后端工程师（python leader）,本科,5-10,60k,100k,其他,开发|测试|运维类,后端开发,python leader,[]
前海泰坦科技（深圳）有限公司,前海泰坦科技,50-150人,不需要融资,深圳,福田区,Python开发工程师（后台开发）,本科,3-5,15k,20k,"金融,数据服务",开发|测试|运维类,后端开发,证券行业，一年发两次项目奖金,[]
上海赢谊物联网科技有限公司,赢谊科技,15-50人,A轮,上海,静安区,python后端开发工程师,本科,3-5,15k,20k,"移动互联网,硬件",开发|测试|运维类,后端开发,扁平化管理，发展前景好,"['专项奖金', '年底双薪', '交通补助', '午餐补助']"
杭州略懂科技有限公司,略懂科技,15-50人,A轮,杭州,余杭区,后端Python研发工程师,本科,3-5,20k,30k,"企业服务,消费生活",开发|测试|运维类,后端开发,"扁平化管理,发展空间大,弹性工作制","['股票期权', '带薪年假', '绩效奖金', '岗位晋升']"
湖南崇文新媒体科技有限公司,FisherBox,15-50人,天使轮,长沙,芙蓉区,python爬虫开发工程师,大专,1-3,6k,12k,"电商,数据服务",开发|测试|运维类,后端开发,让专业的人做专业的事,[]
广州迪奥信息科技有限公司,迪奥科技,15-50人,A轮,广州,天河区,高级python工程师,本科,3-5,8k,10k,"消费生活,数据服务",开发|测试|运维类,后端开发,五险一金 带薪休假 周末双休 下午茶,"['年终分红', '绩效奖金', '股票期权', '专项奖金']"
北京阿法兔科技有限公司,阿法兔,15-50人,未融资,北京,海淀区,运维开发工程师（python）,本科,应届毕业生,10k,20k,"数据服务,软件开发",开发|测试|运维类,运维,牛人团队 个人晋升 交通便利,[]
美译通（深圳）翻译有限公司,美译通翻译,15-50人,不需要融资,深圳,南山区,python工程师（兼职）,硕士,应届毕业生,2k,4k,"教育,其他",开发|测试|运维类,后端开发,工作时间弹性，自由,[]
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,天津,滨海新区,python/go开发工程师,本科,应届毕业生,15k,25k,"移动互联网,广告营销",开发|测试|运维类,后端开发,优秀的团队,"['节日礼物', '项目奖金', '弹性工作时间', '15天年假']"
北软（上海）实业有限公司,北软实业,少于15人,未融资,上海,闵行区,软硬件测试工程师（Python）,大专,5-10,15k,20k,"人工智能,软件开发",开发|测试|运维类,测试,成长快 专业培训 晋升空间大 底薪加提成,[]
天津智芯视界科技有限公司,智芯视界,15-50人,未融资,天津,西青区,python后端,本科,3-5,8k,15k,移动互联网,开发|测试|运维类,后端开发,晋升平台 优秀团队 工作激情,[]
大连可之科技有限公司,可之科技,15-50人,未融资,北京,朝阳区,C++ &amp; Python开发工程师,本科,5-10,15k,25k,"数据服务,人工智能",开发|测试|运维类,后端开发,五险一金 年底奖金 国贸CBD办公,[]
河南优品课教育科技有限公司,优品课教育,少于15人,未融资,郑州,管城回族区,python计算机方向暑假工,本科,应届毕业生,3k,4k,"教育,软件开发",产品|需求|项目类,其他产品职位,美好的前程。欢迎加入！,[]
青岛思普润水处理股份有限公司,青岛思普润,150-500人,未融资,青岛,黄岛区,高级python工程师,本科,3-5,12k,20k,"人工智能,软件开发",开发|测试|运维类,后端开发,待遇优厚、前景好,[]
杭州云迪网络有限公司,云迪网络,15-50人,未融资,杭州,西湖区,python开发工程师（实习生）,本科,在校/应届,4k,5k,企业服务、教育,开发|测试|运维类,后端开发,责任 勇气 创造,[]
成都英潭信息技术服务有限公司,Intellisn,少于15人,天使轮,成都,锦江区,Python 高级软件开发工程师,本科,3-5,15k,20k,硬件,开发|测试|运维类,后端开发,最高十五薪、全额保险和公积金、美式管理范儿,[]
上海天壤智能科技有限公司,天壤智能,150-500人,A轮,上海,徐汇区,python开发工程师（实施）,本科,1-3,15k,30k,"移动互联网,企业服务",开发|测试|运维类,后端开发,带薪年假，免费零食，五险一金，双休,"['年底双薪', '带薪年假', '午餐补助', '定期体检']"
招商局金融科技有限公司,招商金融科技,150-500人,不需要融资,深圳,南山区,云平台python后台开发,本科,3-5,15k,30k,金融,开发|测试|运维类,后端开发,双休，餐补，话费补助，高公积金，多年假。,"['年底双薪', '定期体检', '通讯津贴', '带薪年假']"
佛山市百步梯医疗科技有限公司,百步梯医疗,少于15人,未融资,佛山,顺德区,Python后台工程师,大专,1-3,5k,6k,"医疗丨健康,软件开发",开发|测试|运维类,后端开发,华南理工大学科技园入驻企业,[]
人民网科技（北京）有限公司,人民网科技,150-500人,不需要融资,北京,朝阳区,python爬虫工程师,本科,5-10,15k,30k,"移动互联网,企业服务",开发|测试|运维类,后端开发,六险一金，地铁周边，节日福利,[]
西安华为技术有限公司,西安华为技术有限公司,2000人以上,不需要融资,西安,雁塔区,高级python工程师,本科,3-5,15k,30k,"数据服务,硬件",开发|测试|运维类,后端开发,华为云 待遇丰厚 经常团建,[]
北京中科睿见科技有限公司,中科睿见,15-50人,B轮,北京,海淀区,Python后台开发 - 应届生,硕士,在校/应届,4k,6k,"医疗丨健康,人工智能",开发|测试|运维类,后端开发,五险一金、周末双休、弹性制办公,['弹性工作']
北京科迈网通讯技术有限公司,科迈,150-500人,未融资,北京,东城区,高级python开发工程师,本科,5-10,16k,18k,"硬件,数据服务",开发|测试|运维类,后端开发,十三薪,"['技能培训', '节日礼物', '年底双薪', '岗位晋升']"
东莞市汇房网网络信息科技有限公司,汇房网,150-500人,不需要融资,西安,高新技术产业开发区,Python高级程序员,本科,5-10,13k,18k,"移动互联网,电商",开发|测试|运维类,后端开发,福利待遇好，正规大企业,[]
湖南雨人网络技术安全股份有限公司,雨人网安,50-150人,上市公司,长沙,岳麓区,python爬虫工程师,本科,3-5,8k,12k,"信息安全,数据服务",开发|测试|运维类,后端开发,双休、五险一金、项目奖金、年终奖金,[]
上海耕子教育科技有限公司,妙小程少儿编程,150-500人,A轮,广州,天河区,python教研（本科以上，8-12k）,本科,1-3,8k,12k,教育,教育|培训,培训,弹性工作自由福利好,"['年底双薪', '股票期权', '带薪年假', '专项奖金']"
北京华为数字技术有限公司,华为,2000人以上,不需要融资,上海,浦东新区,Python软件开发工程师,本科,1-3,10k,20k,"通讯电子,软件开发",开发|测试|运维类,后端开发,部门发展快,[]
第四范式（北京）技术有限公司,第四范式,500-2000人,B轮,武汉,东湖新技术开发区,python web 开发（实习生）,本科,在校/应届,2k,4k,企业服务,开发|测试|运维类,后端开发,弹性工作 零食下午茶 高薪,"['年底双薪', '带薪年假', '午餐补助', '定期体检']"
北京学了么科技有限公司,学了么,15-50人,天使轮,北京,东城区,Python兼职讲师,大专,应届毕业生,10k,15k,"移动互联网,教育",教育|培训,培训,Python兼职 自由灵活,[]
成都致学教育科技有限公司,致学教育,50-150人,A轮,成都,高新区,Python嵌入式开发,本科,3-5,12k,15k,教育,开发|测试|运维类,硬件开发,五险一金、周末双休、领导特好、,"['股票期权', '绩效奖金', '带薪年假', '定期体检']"
北京神荼科技有限公司,神荼科技,15-50人,天使轮,济南,历城区,Python开发实习,本科,在校/应届,3k,5k,"信息安全,区块链",开发|测试|运维类,后端开发,转正机会,[]
数聚变(北京)科技有限公司,数聚变,15-50人,A轮,北京,海淀区,python实习生,本科,在校/应届,3k,6k,"数据服务,消费生活",开发|测试|运维类,后端开发,工作内容全面、参与国家课题、参与创新应用,"['股票期权', '扁平管理', '五险一金', '弹性工作']"
北京值得买科技股份有限公司,值得买科技,500-2000人,上市公司,青岛,市北区,中级Python开发工程师,大专,3-5,8k,15k,电子商务,开发|测试|运维类,后端开发,五险一金、节日福利、周末双休、带薪年假,"['技能培训', '带薪年假', '各种主题趴', '海量产品体验']"
成都鲁班建业科技股份有限公司,鲁班建业通,15-50人,不需要融资,成都,高新区,Python高级工程师,本科,1-3,8k,15k,移动互联网,开发|测试|运维类,数据开发,工作时间：9：00-17：30，周末双休,[]
上海艾必为生物科技有限公司,艾必为生物,15-50人,未融资,上海,长宁区,Python/后端开发工程师,本科,3-5,18k,30k,医疗丨健康,开发|测试|运维类,后端开发,Python 后端都可以考虑,[]
网智天元科技集团股份有限公司,网智天元科技集团,150-500人,上市公司,北京,西城区,Python实习工程师,本科,应届毕业生,4k,8k,"移动互联网,金融",开发|测试|运维类,后端开发,技术氛围好,"['年底双薪', '午餐补助', '定期体检', '交通补助']"
上海若博若博教育培训有限公司,若博,50-150人,上市公司,上海,浦东新区,Python教师,大专,应届毕业生,5k,8k,教育,教育|培训,教师,跟小朋友一起学一起玩,[]
深圳璟泓医疗科技有限公司,璟泓医疗,50-150人,不需要融资,广州,海珠区,后端开发工程 师（Python,本科,3-5,15k,25k,医疗丨健康,开发|测试|运维类,后端开发,上升发展期的企业，加班少，福利好，工资高,[]
深圳多特医疗技术有限公司,多特医疗,15-50人,未融资,佛山,南海区,高级python开发工程师（研发组长）,本科,3-5,20k,25k,医疗丨健康,开发|测试|运维类,后端开发,有竞争力的薪水 ，能自由发挥的技术平台,[]
南京华迅智能科技有限公司,华迅智能,少于15人,未融资,南京,江宁区,Python全栈工程师,本科,1-3,8k,12k,物联网、软件开发,开发|测试|运维类,后端开发,没有加班，工作空闲,[]
北京晓数聚传媒科技有限公司,晓数聚,15-50人,未融资,北京,海淀区,Python算法实习生,本科,在校/应届,3k,6k,"企业服务,数据服务",开发|测试|运维类,后端开发,"扁平文化,大牛团队,地铁周边,饭补","['体育圈', '团队负责制', '团队分红制', '结果导向']"
数立方（杭州）信息技术有限公司,数立方,15-50人,未融资,杭州,萧山区,Python数据开发工程师,大专,应届毕业生,6k,12k,"移动互联网,金融",开发|测试|运维类,数据开发,每周五下午茶，法定节假日休息,[]
义翎智能科技（上海）有限公司,义翎智能,150-500人,未融资,上海,虹口区,Python高级工程师,本科,3-5,15k,30k,"硬件,软件开发",开发|测试|运维类,后端开发,上市集团 福利待遇佳 最新技术,[]
浙江华为通信技术有限公司,浙江华为,500-2000人,不需要融资,杭州,滨江区,Python技术培训工程师（鲲鹏）,本科,5-10,15k,30k,"移动互联网,教育",开发|测试|运维类,后端开发,虚拟股权，华为鲲鹏生态布道者,"['节日礼物', '专项奖金', '带薪年假', '领导好']"
上海迩立教育科技有限公司,迩立,15-50人,天使轮,上海,静安区,python爬虫工程师,本科,3-5,20k,30k,"企业服务,教育",开发|测试|运维类,数据开发,高薪有期权 千万融资 初创阶段发展空间大,[]
成都微银合创科技有限公司,微银合创,15-50人,不需要融资,湖州,吴兴区,python工程师（中级）,本科,3-5,10k,20k,"企业服务,金融",开发|测试|运维类,后端开发,周末双休 五险一金 旅游 体检,"['专项奖金', '带薪年假', '绩效奖金', '年度旅游']"
航天联盟（北京）国际航空服务有限公司,航天联盟（北京）,50-150人,未融资,长沙,雨花区,python爬虫,大专,3-5,10k,20k,"电商,企业服务",开发|测试|运维类,后端开发,良好的晋升空间，管吃管住，年轻同事多,[]
深圳市万企盟科技有限公司,万企盟科技有限公司,50-150人,未融资,深圳,宝安区,python开发工程师（远程办公）,大专,1-3,10k,18k,数据服务,开发|测试|运维类,后端开发,技术驱动型公司90 后年轻团 队，氛围活泼轻松,[]
北京小刀万维科技有限公司,小刀科技,少于15人,天使轮,北京,海淀区,python开发主管,本科,3-5,18k,30k,移动互联网,开发|测试|运维类,后端开发,丰厚的项目奖金、福利，一年两次团建呦~,"['股票期权', '专项奖金', '五险一金', '带薪年假']"
武汉有天健身有限公司,武汉有天健身有限公司,50-150人,不需要融资,广州,海珠区,后端开发工程师（Python）,本科,3-5,15k,25k,移动互联网,开发|测试|运维类,后端开发,发展前景好 公司潜力大,[]
深圳市宽途量化科技有限公司,宽途量化,少于15人,未融资,上海,黄浦区,python开发工程师 技术总监,本科,应届毕业生,8k,12k,金融,开发|测试|运维类,后端开发,带领你从0到1开发数字货币量化交易系统,[]
深圳市斗网科技有限公司,斗网,15-50人,不需要融资,深圳,南山区,python爬虫工程师,本科,应届毕业生,8k,10k,"移动互联网,电商",开发|测试|运维类,数据开发,每周下午茶、每月聚餐、每年旅游、设备一档,[]
湖南智圭谷信息技术咨询服务有限公司,湖南智圭谷信息技术,15-50人,未融资,长沙,雨花区,Python讲师,大专,3-5,8k,15k,教育 软件开发,开发|测试|运维类,后端开发,大小休，五险一金，每月团建,[]
医渡云（北京）技术有限公司,医渡云（北京）技术有限公司,150-500人,B轮,北京,海淀区,python后端研发工程师,大专,5-10,20k,35k,"消费生活,医疗丨健康",开发|测试|运维类,后端开发,高薪,"['节日礼物', '年底双薪', '股票期权', '带薪年假']"
上海双实科技有限公司,双实科技,15-50人,未融资,上海,浦东新区,Python 后台研发工程师,本科,在校/应届,6k,8k,"数据服务,软件开发",开发|测试|运维类,后端开发,实习可留用,[]
北京权玉商贸有限公司,权玉商贸,150-500人,不需要融资,北京,海淀区,后端开发工程师（python）,本科,应届毕业生,18k,35k,"人工智能,软件开发",开发|测试|运维类,后端开发,人工智能第三代,[]
深圳市姚诚信息科技有限公司,姚诚信息,少于15人,未融资,深圳,宝安区,兼职python数据爬虫及人工智能,大专,在校/应届,10k,12k,"人工智能,软件开发",开发|测试|运维类,后端开发,兼职，日结,[]
云南银软科技有限公司,银软科技,15-50人,未融资,昆明,盘龙区,Python开发工程师_Web开发方向,本科,应届毕业生,4k,8k,"软件开发,物联网",开发|测试|运维类,后端开发,技术型创业公司，以技术为主。,[]
北京牧游科技有限公司,牧游科技,50-150人,不需要融资,北京,海淀区,python游戏服务端开发,本科,3-5,15k,30k,游戏,开发|测试|运维类,后端开发,高薪,"['年底双薪', '专项奖金', '带薪年假', '年终分红']"
云上石仓（厦门）信息科技有限公司,云上石仓,15-50人,未融资,厦门,思明区,中级python后端开发,本科,1-3,8k,10k,"数据服务,软件开发",开发|测试|运维类,后端开发,五险一金,[]
上海链牍科技有限公司,上海链牍科技有限公司,15-50人,A轮,上海,长宁区,python数据分析师实习生,硕士,在校/应届,6k,10k,"教育,其他",开发|测试|运维类,后端开发,重要职位,[]
合肥宽土猫科技有限公司,宽土猫,少于15人,天使轮,合肥,蜀山区,python爬虫工程师,大专,应届毕业生,4k,8k,移动互联网,开发|测试|运维类,后端开发,正常工作 发挥专业技能,"['专项奖金', '岗位晋升', '技术牛', '对赌竞争']"
大连华小讯科技有限公司,华小讯,150-500人,未融资,大连,高新园区,日语python软件开发工程师,大专,在校/应届,12k,24k,移动互联网,开发|测试|运维类,后端开发,五险一金，交通补助等,[]
盈信世嘉网络技术有限公司,盈信世嘉,50-150人,不需要融资,北京,朝阳区,python搜索开发工程师,本科,3-5,10k,15k,"旅游,软件开发",开发|测试|运维类,后端开发,团队稳定 加班少,[]
武汉慧禹信息科技有限公司,慧禹科技,50-150人,不需要融资,武汉,东湖新技术开发区,python高级开发工程师,本科,应届毕业生,10k,20k,"移动互联网,电商",开发|测试|运维类,后端开发,"五险一金,加班工资,期权分红,在职培训",[]
湖南六星教育网络科技有限公司,湖南六星教育网络科技有限公司,150-500人,未融资,长沙,岳麓区,python讲师,大专,1-3,6k,11k,教育,开发|测试|运维类,后端开发,公开课讲师，vip讲师,"['年底双薪', '定期体检', '带薪年假', '绩效奖金']"
青岛东软睿道教育信息技术有限公司,东软,2000人以上,B轮,包头,昆都仑区,python讲师,本科,应届毕业生,15k,30k,"移动互联网,企业服务",开发|测试|运维类,后端开发,薪资待遇丰厚,[]
成都万渤恒鼎物流有限公司,成都万渤恒鼎物流有限公司,500-2000人,未融资,深圳,龙岗区,Python自动化工程师,本科,3-5,15k,25k,"物流丨运输,汽车丨出行",开发|测试|运维类,后端开发,大平台 高薪资,[]
浙江大学华南工业技术研究院,浙大华南院,150-500人,不需要融资,广州,黄埔区,Python研发工程师,本科,3-5,10k,20k,"移动互联网,企业服务",开发|测试|运维类,后端开发,五险一金 定期团建 周末双休 节日福利,"['绩效奖金', '五险一金']"
风变科技（深圳）有限公司,风变科技（深圳）有限公司,500-2000人,B轮,深圳,南山区,Python学习顾问,大专,在校/应届,6k,10k,"移动互联网,教育",运营|编辑|客服类,运营,高薪高提成好福利,"['专项奖金', '带薪年假', '定期体检', '六险一金']"
